المفهوم الأكاديمي,رابط المفهوم على سمارتيكل,التخصص الفرعي,عنوان المرجع الأكاديمي,رابط المرجع المباشر,التوثيق المنسق
البورصات: بنية السوق الدقيقة، تقييم الأسهم، وأنظمة التداول.,https://smarticle.tech/ar/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,The Anatomy of Exchange-Alley,https://openlibrary.org/works/OL26136703W,"The Anatomy of Exchange-Alley. بقلم Daniel Defoe. (2018). — Gale Ecco, Print Editions. ردمك: 9781379883425"
البورصات: بنية السوق الدقيقة، تقييم الأسهم، وأنظمة التداول.,https://smarticle.tech/ar/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,Introduction to Trading in the Financial Markets : Technology,https://openlibrary.org/works/OL26303090W,"Introduction to Trading in the Financial Markets : Technology. بقلم R. ""Tee"" Williams. (2011). — Elsevier Science & Technology Books. ردمك: 9780080951195"
البورصات: بنية السوق الدقيقة، تقييم الأسهم، وأنظمة التداول.,https://smarticle.tech/ar/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,AN INTRODUCTION TO TRADING IN THE FINANCIAL MARKETS,https://openlibrary.org/works/OL16286509W,AN INTRODUCTION TO TRADING IN THE FINANCIAL MARKETS. بقلم R. Tee Williams. (2011). — ELSEVIER. ردمك: 0123748402
البورصات: بنية السوق الدقيقة، تقييم الأسهم، وأنظمة التداول.,https://smarticle.tech/ar/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,"The anatomy of Exchange-Alley, or, A system of stock-jobbing",https://openlibrary.org/works/OL44441314W,"The anatomy of Exchange-Alley, or, A system of stock-jobbing. بقلم Daniel Defoe، E. Smith. (1719). — Printed for E. Smith"
البورصات: بنية السوق الدقيقة، تقييم الأسهم، وأنظمة التداول.,https://smarticle.tech/ar/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,"Foundations of ESG Investing: How ESG Affects Equity Valuation, Risk, and Performance",https://doi.org/10.3905/jpm.2019.45.5.069,"ج. غيز، ليندا-إيلينغ لي، د. ميلاس، ز. ناجي، لورا نيشيكاوا. ""مبادئ الاستثمار في معايير البيئة والاجتماعية والحوكمة: كيف تؤثر معايير البيئة والاجتماعية والحوكمة على تقييم الأسهم والمخاطر والأداء"". مجلة إدارة المحافظ الاستثمارية، 2019."
البورصات: بنية السوق الدقيقة، تقييم الأسهم، وأنظمة التداول.,https://smarticle.tech/ar/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,Reinforcement Learning for Quantitative Trading,https://arxiv.org/abs/2109.13851,"سون، شُعُو، ر. وانغ، وبُو آن. ""التعلم المعزز للتجارة الكمية"". *semantic_scholar_foundational*، 2021."
البورصات: بنية السوق الدقيقة، تقييم الأسهم، وأنظمة التداول.,https://smarticle.tech/ar/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,Automated trading systems statistical and machine learning methods and hardware implementation: a survey,https://doi.org/10.1080/17517575.2018.1493145,"هوانغ، بومينغ وآخرون. ""أنظمة التداول الآلية: طرق إحصائية وتعلم آلي وتنفيذ على الأجهزة - دراسة استقصائية"". *semantic_scholar_foundational*، 2018."
البورصات: بنية السوق الدقيقة، تقييم الأسهم، وأنظمة التداول.,https://smarticle.tech/ar/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,Foundations of Climate Investing: How Equity Markets Have Priced Climate-Transition Risks,https://doi.org/10.3905/jpm.2021.1.283,"ج. غيز، ز. ناجي، ب. راويس. ""مبادئ الاستثمار المناخي: كيف قامت أسواق الأسهم بتسعير مخاطر انتقال المناخ"". *semantic_scholar_foundational*، 2021."
البورصات: بنية السوق الدقيقة، تقييم الأسهم، وأنظمة التداول.,https://smarticle.tech/ar/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,"A Survey on Big Data Market: Pricing, Trading and Protection",https://doi.org/10.1109/ACCESS.2018.2806881,"فان ليانغ، وي يو، دُو آن، تشينغ يو يانغ، شينوين فو، وي زهاو. ""دراسة استقصائية حول سوق البيانات الضخمة: التسعير والتجارة والحماية"". *IEEE Access*، 2018."
أسواق الصرف الأجنبي: تحديد العملة وتداول الفوركس.,https://smarticle.tech/ar/article/foreign-exchange-markets-currency-determination-and-forex-trading-202605180441,Markets,World economic outlook,https://archive.org/details/worldeconomicout1997unse,World economic outlook. بقلم International Monetary Fund.. (1980). — IMF. ردمك: 1557756813
أسواق الصرف الأجنبي: تحديد العملة وتداول الفوركس.,https://smarticle.tech/ar/article/foreign-exchange-markets-currency-determination-and-forex-trading-202605180441,Markets,Chinese Currency and Exchange Rates Analysis,https://openlibrary.org/works/OL21306328W,Chinese Currency and Exchange Rates Analysis. بقلم Jiangze Du، Jying-Nan Wang، Kin Keung Lai. (2017). — Taylor & Francis Group. ردمك: 1315172216
أسواق الصرف الأجنبي: تحديد العملة وتداول الفوركس.,https://smarticle.tech/ar/article/foreign-exchange-markets-currency-determination-and-forex-trading-202605180441,Markets,Inside the Currency Market,https://openlibrary.org/works/OL21464059W,"Inside the Currency Market. بقلم Brian Twomey، John R. Hill. (2011). — Wiley & Sons, Limited, John. ردمك: 9781299314238"
أسواق الصرف الأجنبي: تحديد العملة وتداول الفوركس.,https://smarticle.tech/ar/article/foreign-exchange-markets-currency-determination-and-forex-trading-202605180441,Markets,Foreign Exchange Markets and Foreign Exchange Rates,https://doi.org/10.1007/3-540-28524-5_1,"بيجي وانغ. ""أسواق الصرف الأجنبي وأسعار صرف العملات الأجنبية"". كروسريف، 2009."
أسواق الصرف الأجنبي: تحديد العملة وتداول الفوركس.,https://smarticle.tech/ar/article/foreign-exchange-markets-currency-determination-and-forex-trading-202605180441,Markets,Determinants and Effectiveness of Foreign Exchange Market Intervention in Georgia,https://doi.org/10.2753/ree1540-496x470405,"أولغا لواسو-أسلانيدي. ""العوامل المحددة وفعالية تدخل سوق الصرف الأجنبي في جورجيا"". كروسريف، 2011."
أسواق الصرف الأجنبي: تحديد العملة وتداول الفوركس.,https://smarticle.tech/ar/article/foreign-exchange-markets-currency-determination-and-forex-trading-202605180441,Markets,Economic FX Rate Exposure Management and Invoicing Currency Determination,https://doi.org/10.15798/kaici.9.4.200712.107,"تشانغ-كوين مون؛ إيم تشون هو. ""إدارة التعرض لمعدل صرف العملات الاقتصادية وتحديد عملة الفوترة"". كروسريف، 2007."
أسواق الصرف الأجنبي: تحديد العملة وتداول الفوركس.,https://smarticle.tech/ar/article/foreign-exchange-markets-currency-determination-and-forex-trading-202605180441,Markets,"Currency restrictions, government transaction policies and currency exchange",https://doi.org/10.1007/s00199-002-0271-1,"كريستوفر جاي. والر؛ إليزابيث إس. كورتيس. ""قيود العملات، وسياسات المعاملات الحكومية، وتبادل العملات"". *كروسريف*، 2003."
أسواق الصرف الأجنبي: تحديد العملة وتداول الفوركس.,https://smarticle.tech/ar/article/foreign-exchange-markets-currency-determination-and-forex-trading-202605180441,Markets,"The Future of Forex Trading: Algorithms, Artificial Intelligence, and Social Forex Trading",https://doi.org/10.1007/978-3-319-92913-2_8,"آبي كوفناس. ""مستقبل تداول الفوركس: الخوارزميات، الذكاء الاصطناعي، وتداول الفوركس الاجتماعي"". كروسريف، 2018."
أسواق الصرف الأجنبي: تحديد العملة وتداول الفوركس.,https://smarticle.tech/ar/article/foreign-exchange-markets-currency-determination-and-forex-trading-202605180441,Markets,Historical And Cultural/Institutional Context of Foreign Exchange Black Markets in Latin America,https://doi.org/10.5040/9798216968559.ch-002,"السياق التاريخي والمؤسسي/الثقافي لسوق الصرف الأجنبي السوداء في أمريكا اللاتينية. ""السياق التاريخي والمؤسسي/الثقافي لسوق الصرف الأجنبي السوداء في أمريكا اللاتينية"". كروسريف، 1994."
أسواق السلع: النفط والذهب والمنتجات الزراعية وتكوين الأسعار.,https://smarticle.tech/ar/article/commodity-markets-oil-gold-agricultural-products-and-price-formation-202605180448,Markets,CMT Level I,https://openlibrary.org/works/OL29029878W,"CMT Level I. بقلم Market Technician's Association. (2015). — Wiley & Sons, Incorporated, John. ردمك: 9781119130970"
أسواق السلع: النفط والذهب والمنتجات الزراعية وتكوين الأسعار.,https://smarticle.tech/ar/article/commodity-markets-oil-gold-agricultural-products-and-price-formation-202605180448,Markets,Trader's First Book on Commodities,https://openlibrary.org/works/OL21577389W,"Trader's First Book on Commodities. بقلم Carley Garner. (2015). — DeCarley Trading, LLC. ردمك: 9781948018005"
أسواق السلع: النفط والذهب والمنتجات الزراعية وتكوين الأسعار.,https://smarticle.tech/ar/article/commodity-markets-oil-gold-agricultural-products-and-price-formation-202605180448,Markets,Commodities III: Speculation on (Agricultural) Commodity Derivatives and Financialization of Commodity-Price Formation,https://doi.org/10.1057/9781137302342_16,"لوك نijs. ""السلع III: المضاربة على مشتقات السلع الزراعية ومالية السلع: تشكيل أسعار السلع"". Crossref، 2014."
أسواق السلع: النفط والذهب والمنتجات الزراعية وتكوين الأسعار.,https://smarticle.tech/ar/article/commodity-markets-oil-gold-agricultural-products-and-price-formation-202605180448,Markets,Price Formation and Price Trends in Commodities,https://doi.org/10.1017/9781316416945.006,"""تشكيل الأسعار واتجاهات الأسعار في السلع"". Crossref، 2020."
أسواق السلع: النفط والذهب والمنتجات الزراعية وتكوين الأسعار.,https://smarticle.tech/ar/article/commodity-markets-oil-gold-agricultural-products-and-price-formation-202605180448,Markets,Modeling Price Volatility for Selected Agricultural Commodities in Ethiopia: The Application of GARCH Models,https://doi.org/10.21203/rs.3.rs-664913/v1,"Tirngo. ""نمذجة تقلب الأسعار للسلع الزراعية المختارة في إثيوبيا: تطبيق نماذج GARCH"". Crossref، 2021."
أسواق السلع: النفط والذهب والمنتجات الزراعية وتكوين الأسعار.,https://smarticle.tech/ar/article/commodity-markets-oil-gold-agricultural-products-and-price-formation-202605180448,Markets,The commodities' financialization : price formation and co-movements,https://doi.org/10.70675/37aea3faza817z43d2za425z88be1baad014,"Amine Loutia. ""مالية السلع: تشكيل الأسعار والتحركات المشتركة"". Crossref، 2023."
أسواق السلع: النفط والذهب والمنتجات الزراعية وتكوين الأسعار.,https://smarticle.tech/ar/article/commodity-markets-oil-gold-agricultural-products-and-price-formation-202605180448,Markets,"Dynamic correlations between BRIC and U.S. stock markets: The asymmetric impact of volatility expectations in oil, gold and financial markets",https://doi.org/10.1016/j.jcomm.2017.08.001,"Baris Kocaarslan، Ramazan Sari، Alper Gormus، Ugur Soytas. ""الارتباطات الديناميكية بين أسواق BRIC وسوق الولايات المتحدة: الأثر غير對称 لتوقعات التقلب في النفط والذهب والأسواق المالية"". Crossref، 2017."
أسواق السلع: النفط والذهب والمنتجات الزراعية وتكوين الأسعار.,https://smarticle.tech/ar/article/commodity-markets-oil-gold-agricultural-products-and-price-formation-202605180448,Markets,Chaotic price dynamics of agricultural commodities,https://doi.org/10.33915/etd.2108,"Cromwell، Jeff B. ""الديناميكيات الفوضوية لأسعار السلع الزراعية"". Crossref، 2021."
المحاسبة المالية: القوائم العمومية، قوائم الدخل، ومعايير IFRS.,https://smarticle.tech/ar/article/financial-accounting-balance-sheets-income-statements-and-ifrs-202605180457,Accounting,Bible,https://archive.org/details/holybiblesoarran01unse,Bible. بقلم Bible. (1200). — Logos Research Systems. ردمك: 1558190198
المحاسبة المالية: القوائم العمومية، قوائم الدخل، ومعايير IFRS.,https://smarticle.tech/ar/article/financial-accounting-balance-sheets-income-statements-and-ifrs-202605180457,Accounting,Federally chartered corporation,https://openlibrary.org/works/OL158967W,Federally chartered corporation. بقلم United States. General Accounting Office. Accounting and Information Management Division. (1998). — U.S. General Accounting Office
المحاسبة المالية: القوائم العمومية، قوائم الدخل، ومعايير IFRS.,https://smarticle.tech/ar/article/financial-accounting-balance-sheets-income-statements-and-ifrs-202605180457,Accounting,Financial audit,https://openlibrary.org/works/OL565229W,Financial audit. بقلم United States. General Accounting Office. (1943). — U.S. General Accounting Office [distributor
المحاسبة المالية: القوائم العمومية، قوائم الدخل، ومعايير IFRS.,https://smarticle.tech/ar/article/financial-accounting-balance-sheets-income-statements-and-ifrs-202605180457,Accounting,Introduction to financial accounting,https://archive.org/details/introductiontofi8th00horn,Introduction to financial accounting. بقلم Charles T. Horngren. (1981). — Prentice Hall PTR. ردمك: 0131479725
المحاسبة المالية: القوائم العمومية، قوائم الدخل، ومعايير IFRS.,https://smarticle.tech/ar/article/financial-accounting-balance-sheets-income-statements-and-ifrs-202605180457,Accounting,Financial management of health care organizations,https://archive.org/details/financialmanagem0000zelm_y8e5,"Financial management of health care organizations. بقلم William N. Zelman. (2008). — Wiley & Sons, Incorporated, John. ردمك: 9781118466568"
المحاسبة المالية: القوائم العمومية، قوائم الدخل، ومعايير IFRS.,https://smarticle.tech/ar/article/financial-accounting-balance-sheets-income-statements-and-ifrs-202605180457,Accounting,"From balance sheet to income statement: a study of a transition in accounting thought in the USA, 1926‐1936",https://doi.org/10.1108/09513579710166721,"Buckmaster, Dale and Jones, Scott. ""From balance sheet to income statement: a study of a transition in accounting thought in the USA, 1926‐1936"". *crossref*, 1997."
المحاسبة المالية: القوائم العمومية، قوائم الدخل، ومعايير IFRS.,https://smarticle.tech/ar/article/financial-accounting-balance-sheets-income-statements-and-ifrs-202605180457,Accounting,"An international comparison of income statement and balance sheet information: Germany, Japan and the US",https://doi.org/10.1080/0963818022000001127,"Black, Ervin L., and John J. White. ""An international comparison of income statement and balance sheet information: Germany, Japan and the US"". crossref, 2003."
المحاسبة الإدارية: تحليل التكاليف، إعداد الميزانيات، وقياس الأداء.,https://smarticle.tech/ar/article/managerial-accounting-cost-analysis-budgeting-and-performance-measurement-202605180505,Accounting,Managerial Accounting,https://archive.org/details/managerialaccoun00weyg_0,Managerial Accounting. بقلم Jerry J. Weygandt. (1999). — John Wiley & Sons. ردمك: 0470086491
المحاسبة الإدارية: تحليل التكاليف، إعداد الميزانيات، وقياس الأداء.,https://smarticle.tech/ar/article/managerial-accounting-cost-analysis-budgeting-and-performance-measurement-202605180505,Accounting,Introduction to management accounting,https://archive.org/details/introductiontoma0000horn_b2u9,Introduction to management accounting. بقلم Charles T. Horngren. (1978). — Pearson/Prentice-Hall. ردمك: 0134878361
المحاسبة الإدارية: تحليل التكاليف، إعداد الميزانيات، وقياس الأداء.,https://smarticle.tech/ar/article/managerial-accounting-cost-analysis-budgeting-and-performance-measurement-202605180505,Accounting,Cost accounting,https://archive.org/details/costaccounting00char,"Cost accounting. بقلم Charles T. Horngren، George Foster، Srikant M. Datar. (1962). — Pearson Education, Limited. ردمك: 9780137605545"
المحاسبة الإدارية: تحليل التكاليف، إعداد الميزانيات، وقياس الأداء.,https://smarticle.tech/ar/article/managerial-accounting-cost-analysis-budgeting-and-performance-measurement-202605180505,Accounting,Introduction to managerial accounting,https://archive.org/details/introductiontoma0000unse_v3o3,Introduction to managerial accounting. بقلم Peter C. Brewer، Ray H. Garrison، Eric Noreen. (2003). — McGraw Hill Higher Education. ردمك: 9780073379357
المحاسبة الإدارية: تحليل التكاليف، إعداد الميزانيات، وقياس الأداء.,https://smarticle.tech/ar/article/managerial-accounting-cost-analysis-budgeting-and-performance-measurement-202605180505,Accounting,Financial and Managerial Accounting,https://archive.org/details/financialmanager00need,Financial and Managerial Accounting. بقلم Belverd E. Needles. (1988). — Myself. ردمك: 0618023119
المحاسبة الإدارية: تحليل التكاليف، إعداد الميزانيات، وقياس الأداء.,https://smarticle.tech/ar/article/managerial-accounting-cost-analysis-budgeting-and-performance-measurement-202605180505,Accounting,Bundle,https://openlibrary.org/works/OL26564115W,Bundle. بقلم Carl S. Warren. (2015). — Cengage Learning. ردمك: 9780357533550
المحاسبة الإدارية: تحليل التكاليف، إعداد الميزانيات، وقياس الأداء.,https://smarticle.tech/ar/article/managerial-accounting-cost-analysis-budgeting-and-performance-measurement-202605180505,Accounting,Introduction To Accounting And Finance,https://archive.org/details/introductiontoac0000blac,Introduction To Accounting And Finance. بقلم Geoff Black. (2005). — FT Prentice Hall. ردمك: 9780273697947
المحاسبة الإدارية: تحليل التكاليف، إعداد الميزانيات، وقياس الأداء.,https://smarticle.tech/ar/article/managerial-accounting-cost-analysis-budgeting-and-performance-measurement-202605180505,Accounting,"Standard Costing, Variance Analysis, and Cost Internal Control",https://doi.org/10.4324/9781003486091-15,"خان، أمان. ""المحاسبة بالتكاليف المعيارية، وتحليل الانحرافات، وضبط التكاليف الداخلية"". كروسريف، 2025."
المحاسبة الإدارية: تحليل التكاليف، إعداد الميزانيات، وقياس الأداء.,https://smarticle.tech/ar/article/managerial-accounting-cost-analysis-budgeting-and-performance-measurement-202605180505,Accounting,Improving Managerial Cost Accounting And Product Cost Calculation: A Contemporary Approach,https://doi.org/10.55640/jme-06-02-02,"جوراييف جهانغير أشوربوي أوغلي. ""تحسين محاسبة التكاليف الإدارية وحساب تكلفة المنتج: نهج معاصر"". كروسريف، 2026."
المحاسبة الإدارية: تحليل التكاليف، إعداد الميزانيات، وقياس الأداء.,https://smarticle.tech/ar/article/managerial-accounting-cost-analysis-budgeting-and-performance-measurement-202605180505,Accounting,Integrating Performance Measurement and Budgeting,https://doi.org/10.5040/9798216980223.ch-006,"جيراسموس إيه. جياناكيس. ""دمج قياس الأداء والموازنة"". كروسريف، 1996."
التدقيق: معايير التدقيق الخارجي، الاستقلال، والحوكمة المؤسسية.,https://smarticle.tech/ar/article/auditing-external-audit-standards-independence-and-corporate-governance-202605180512,Accounting,Scientific Reference,https://archive.org/details/cihm_02923,Bill. بقلم Canada. Legislature. Legislative Assembly.. (2002). — S. Derbishire & G. Desbarats. ردمك: 9780659029829
التدقيق: معايير التدقيق الخارجي، الاستقلال، والحوكمة المؤسسية.,https://smarticle.tech/ar/article/auditing-external-audit-standards-independence-and-corporate-governance-202605180512,Accounting,IT Governance,https://archive.org/details/itgovernanceinte0000cald_s9r6,IT Governance. بقلم Alan Calder، Steve Watkins. (2005). — IT Governance Ltd. ردمك: 9781789660302
التدقيق: معايير التدقيق الخارجي، الاستقلال، والحوكمة المؤسسية.,https://smarticle.tech/ar/article/auditing-external-audit-standards-independence-and-corporate-governance-202605180512,Accounting,Principles of auditing,https://archive.org/details/principlesofaudi0000unse_f7b7,"Principles of auditing. بقلم Rick Hayes، Roger Dassen، Arnold Schilder. (2004). — Pearson Education, Limited. ردمك: 0273684108"
التدقيق: معايير التدقيق الخارجي، الاستقلال، والحوكمة المؤسسية.,https://smarticle.tech/ar/article/auditing-external-audit-standards-independence-and-corporate-governance-202605180512,Accounting,Corporate Governance and the Audit Committee,https://doi.org/10.1007/0-306-47655-x_1,"Corporate Governance and the Audit Committee. ""Corporate Governance and the Audit Committee"". Crossref, 2002."
التدقيق: معايير التدقيق الخارجي، الاستقلال، والحوكمة المؤسسية.,https://smarticle.tech/ar/article/auditing-external-audit-standards-independence-and-corporate-governance-202605180512,Accounting,Corporate Governance and Performance of Audit Committee and Internal Audit Functions in an Emerging Economy’s Public Sector,https://doi.org/10.1177/0974686220923789,"Shewangu Dzomira. ""Corporate Governance and Performance of Audit Committee and Internal Audit Functions in an Emerging Economy’s Public Sector"". crossref, 2020."
التدقيق: معايير التدقيق الخارجي، الاستقلال، والحوكمة المؤسسية.,https://smarticle.tech/ar/article/auditing-external-audit-standards-independence-and-corporate-governance-202605180512,Accounting,The Audit Committee: Performing Corporate Governance,https://doi.org/10.1007/b110877,"The Audit Committee. ""The Audit Committee: Performing Corporate Governance"". crossref, 2002."
التدقيق: معايير التدقيق الخارجي، الاستقلال، والحوكمة المؤسسية.,https://smarticle.tech/ar/article/auditing-external-audit-standards-independence-and-corporate-governance-202605180512,Accounting,"Auditor Competence, Auditor Independence, Auditor Experience, Audit Fees and Time Budget Pressure against Fraud Detection",https://doi.org/10.5373/jardcs/v11i12/20193208,"Wike Pratiwi et al. ""Auditor Competence, Auditor Independence, Auditor Experience, Audit Fees and Time Budget Pressure against Fraud Detection"". *crossref*, 2019."
التدقيق: معايير التدقيق الخارجي، الاستقلال، والحوكمة المؤسسية.,https://smarticle.tech/ar/article/auditing-external-audit-standards-independence-and-corporate-governance-202605180512,Accounting,Audit Committee Oversight of External Audit,https://doi.org/10.5040/9781784514471.chaptere6,"Audit Committee Oversight of External Audit. ""Audit Committee Oversight of External Audit"". *crossref*, 2025."
التدقيق: معايير التدقيق الخارجي، الاستقلال، والحوكمة المؤسسية.,https://smarticle.tech/ar/article/auditing-external-audit-standards-independence-and-corporate-governance-202605180512,Accounting,Addressing the Auditor Independence Puzzle: Regulatory Models and Proposal for Reform,https://doi.org/10.2139/ssrn.3476683,"Gelter, Martin, and Aurelio Gurrea-Martínez. ""Addressing the Auditor Independence Puzzle: Regulatory Models and Proposal for Reform"". crossref, 2019."
التدقيق: معايير التدقيق الخارجي، الاستقلال، والحوكمة المؤسسية.,https://smarticle.tech/ar/article/auditing-external-audit-standards-independence-and-corporate-governance-202605180512,Accounting,A Proposed Framework Emphasizing Auditor Reliability over Auditor Independence,https://doi.org/10.2308/acch.2003.17.3.257,"Taylor, Mark H., F. Todd DeZoort, Edward Munn, and Martha Wetterhall Thomas. ""A Proposed Framework Emphasizing Auditor Reliability over Auditor Independence"". crossref, 2003."
إدارة العلامة التجارية: هوية العلامة التجارية، قيمتها، وولاء العملاء,https://smarticle.tech/ar/article/brand-management-brand-identity-equity-and-consumer-loyalty-202605180520,Marketing,Effects of Corporate Social Responsibility on consumer brand loyalty,https://doi.org/10.7819/RBGN.V21I3.4003,"ريفيرا، ج.، بيغن، إ.، كوراس-بيريز، ر. ""تأثير المسؤولية الاجتماعية للشركات على ولاء المستهلك للعلامة التجارية"". semantic_scholar_foundational، 2021."
إدارة العلامة التجارية: هوية العلامة التجارية، قيمتها، وولاء العملاء,https://smarticle.tech/ar/article/brand-management-brand-identity-equity-and-consumer-loyalty-202605180520,Marketing,CSR and Consumer Loyalty: Moderating Role of Consumer Characteristics: A comparative study of the banking Industry,https://doi.org/10.47067/ramss.v6i1.293,"ميرزا، ف.، حسن، أ.، يوناس، س.، وغازي، ب. ر. ""المسؤولية الاجتماعية للشركات والولاء الاستهلاكي: الدور الت Moderating لخصائص المستهلك: دراسة مقارنة للصناعة المصرفية"". semantic_scholar_foundational، 2023."
إدارة العلامة التجارية: هوية العلامة التجارية، قيمتها، وولاء العملاء,https://smarticle.tech/ar/article/brand-management-brand-identity-equity-and-consumer-loyalty-202605180520,Marketing,Factors Influencing of Social Media on Consumer Perception and Purchase Intention Towards Brand Loyalty: A Conceptual Paper,https://doi.org/10.26668/businessreview/2023.v8i5.1571,"كوماراديبان، ف.، أزام، ف.، وثام، ج. ""العوامل المؤثرة لوسائل التواصل الاجتماعي على إدراك المستهلك ونية الشراء تجاه ولاء العلامة التجارية: ورقة مفاهيمية"". semantic_scholar_foundational، 2023."
إدارة العلامة التجارية: هوية العلامة التجارية، قيمتها، وولاء العملاء,https://smarticle.tech/ar/article/brand-management-brand-identity-equity-and-consumer-loyalty-202605180520,Marketing,Exploring the Influence of Positive- and-Negative Electronic Word of Mouth on Online Consumer Behaviour and Customer Loyalty,https://doi.org/10.1177/23197145241229915,"فيلنادار، ر.، تشيلايا كومارافيل، س.، عبد اللطيف، ج. ت.، جاياسيريل، س. م.، روهيت، أولسون، ب. ج.، وباراييتام، س. ""استكشاف تأثير الكلام الشفهي الإلكتروني الإيجابي والسلبي على سلوك المستهلك عبر الإنترنت وولاء العميل"". semantic_scholar_foundational، 2024."
إدارة العلامة التجارية: هوية العلامة التجارية، قيمتها، وولاء العملاء,https://smarticle.tech/ar/article/brand-management-brand-identity-equity-and-consumer-loyalty-202605180520,Marketing,The Effectiveness of Personalized Marketing Strategies on Consumer Engagement and Loyalty (Evidence from KSA),https://doi.org/10.52133/ijrsp.v5.56.11,"نبيل طريف، ريم بخش. ""فعالية استراتيجيات التسويق الشخصي على تفاعل المستهلك وولائه (دليل من المملكة العربية السعودية)"". semantic_scholar_foundational، ."
التسويق الرقمي: تحسين محركات البحث، استراتيجية المحتوى، وتحليل الأداء.,https://smarticle.tech/ar/article/digital-marketing-seo-content-strategy-and-performance-analytics-202605180528,Marketing,Digital content marketing consumption motives in the age of social media: an investigation of relational and monetary outcomes,https://doi.org/10.1108/ajim-07-2022-0347,"إيزوغو، إي. ومبينجانجيرا، إم. ""دوافع استهلاك تسويق المحتوى الرقمي في عصر وسائل التواصل الاجتماعي: تحقيق للنتائج العلائقية والمالية"". *semantic_scholar_foundational*، 2023."
التسويق الرقمي: تحسين محركات البحث، استراتيجية المحتوى، وتحليل الأداء.,https://smarticle.tech/ar/article/digital-marketing-seo-content-strategy-and-performance-analytics-202605180528,Marketing,The Effect of Content Marketing in Social Media on Brand Loyalty and Purchase Intention,https://doi.org/10.29226/tr1001.2022.318,"خديجة جعفروفا، متهان تولون. ""تأثير تسويق المحتوى في وسائل التواصل الاجتماعي على ولاء العلامة التجارية ونية الشراء"". *semantic_scholar_foundational*، 2022."
التسويق الرقمي: تحسين محركات البحث، استراتيجية المحتوى، وتحليل الأداء.,https://smarticle.tech/ar/article/digital-marketing-seo-content-strategy-and-performance-analytics-202605180528,Marketing,"Exploration of the Role of Tiktok Content: Influencer Strategy, Affiliate Marketing, and Online Customer Reviews in Influencing Generation Z Purchasin",https://doi.org/10.58905/athena.v2i2.287,"فطريا، ف. وآخرون. ""استكشاف دور محتوى تيك توك: استراتيجية المؤثرين، والتسويق بالعمولة، ومراجعات العملاء عبر الإنترنت في تأثيرها على قرارات شراء جيل Z في شوبي"". *semantic_scholar_foundational*، 2024."
التسويق الرقمي: تحسين محركات البحث، استراتيجية المحتوى، وتحليل الأداء.,https://smarticle.tech/ar/article/digital-marketing-seo-content-strategy-and-performance-analytics-202605180528,Marketing,The Influence of Google Ads Campaigns and Digital Marketing Content Strategy on Sales Conversion Rates: at PT XXX,https://doi.org/10.38035/dijemss.v5i4.2542,"أردمان سيابوترا، هارياندي هاسبي. ""تأثير حملات إعلانات جوجل واستراتيجية تسويق المحتوى الرقمي على معدلات تحويل المبيعات: في شركة PT XXX"". *semantic_scholar_foundational*، 2024."
التسويق الرقمي: تحسين محركات البحث، استراتيجية المحتوى، وتحليل الأداء.,https://smarticle.tech/ar/article/digital-marketing-seo-content-strategy-and-performance-analytics-202605180528,Marketing,The Influence of Influencer Marketing Strategy on Generation Z Consumer Purchasing Behavior,https://doi.org/10.55927/ajma.v3i4.10834,"بوثو ساروين، أندينا نينديا بوثري ب.أ. ""تأثير استراتيجية تسويق المؤثرين على سلوك شراء مستهلكي جيل Z"". *semantic_scholar_foundational*، 2024."
التسويق الرقمي: تحسين محركات البحث، استراتيجية المحتوى، وتحليل الأداء.,https://smarticle.tech/ar/article/digital-marketing-seo-content-strategy-and-performance-analytics-202605180528,Marketing,THE EFFECT ON DIGITAL CONTENT MARKETİNG ON ONLINE PURCHASE INTENTION: THE MODERATOR ROLE OF AGE AND GENDER VARİABLES,https://doi.org/10.48070/erciyesakademi.1232623,"ميراي غولصوي، ليلى ليبلبيسي كوتشر. ""الأثر لتسويق المحتوى الرقمي على نية الشراء عبر الإنترنت: الدور الوسيط لعمر وجنس المتغيرات"". *semantic_scholar_foundational*، 2023."
التسويق الرقمي: تحسين محركات البحث، استراتيجية المحتوى، وتحليل الأداء.,https://smarticle.tech/ar/article/digital-marketing-seo-content-strategy-and-performance-analytics-202605180528,Marketing,Role of Content Marketing and it’s Potential on Lead Generation,https://doi.org/10.36295/asro.2020.231710,"أرييك غوبتا، نايانا نيمكار. ""دور تسويق المحتوى وإمكاناته في توليد العملاء المحتملين"". *semantic_scholar_foundational*، 2020."
