Academic Concept,Concept URL,Subcategory,Reference Title,Reference URL,Citation
"Pandemic Preparedness: Lessons from Influenza, HIV, and COVID-19",https://smarticle.tech/en/article/pandemic-preparedness-lessons-from-influenza-hiv-and-covid-19-202605180010,Public Health,Routledge Handbook Of Global Health Security,https://openlibrary.org/works/OL17410335W,Routledge Handbook Of Global Health Security. by Simon Rushton. (2014). — Routledge. ISBN: 020307856X
"Pandemic Preparedness: Lessons from Influenza, HIV, and COVID-19",https://smarticle.tech/en/article/pandemic-preparedness-lessons-from-influenza-hiv-and-covid-19-202605180010,Public Health,Healthcare Analytics,https://openlibrary.org/works/OL21321717W,"Healthcare Analytics. by Edward M. Rafalski, Ross M. Mullner. (2019). — Taylor & Francis Group. ISBN: 9781032068466"
"Pandemic Preparedness: Lessons from Influenza, HIV, and COVID-19",https://smarticle.tech/en/article/pandemic-preparedness-lessons-from-influenza-hiv-and-covid-19-202605180010,Public Health,Thinking Through Resistance,https://archive.org/details/isbn_9781629583341,Thinking Through Resistance. by Nicola Bulled. (2017). — Routledge. ISBN: 1351807374
"Pandemic Preparedness: Lessons from Influenza, HIV, and COVID-19",https://smarticle.tech/en/article/pandemic-preparedness-lessons-from-influenza-hiv-and-covid-19-202605180010,Public Health,Homeland security,https://openlibrary.org/works/OL565067W,Homeland security. by United States. General Accounting Office. (2002). — GAO
"Pandemic Preparedness: Lessons from Influenza, HIV, and COVID-19",https://smarticle.tech/en/article/pandemic-preparedness-lessons-from-influenza-hiv-and-covid-19-202605180010,Public Health,Diseases of globalization,https://archive.org/details/diseasesofglobal0000mcmu,Diseases of globalization. by Christine McMurray. (2001). — Taylor & Francis Group. ISBN: 9781853837111
"Pandemic Preparedness: Lessons from Influenza, HIV, and COVID-19",https://smarticle.tech/en/article/pandemic-preparedness-lessons-from-influenza-hiv-and-covid-19-202605180010,Public Health,Canadian Pandemic Influenza Preparedness: Antiviral strategy,https://doi.org/10.14745/ccdr.v45i01a05,"Henry B. ""Canadian Pandemic Influenza Preparedness: Antiviral strategy"". crossref, 2019."
"Pandemic Preparedness: Lessons from Influenza, HIV, and COVID-19",https://smarticle.tech/en/article/pandemic-preparedness-lessons-from-influenza-hiv-and-covid-19-202605180010,Public Health,"COVID-19 and Global Health Security: Overview of the Global Health Security Alliance, COVID-19 Response, African Countries’ Approaches, and Ethics",https://doi.org/10.1017/dmp.2020.360,"Belete Yimer, Wassachew Ashebir, Awraris Wolde, Muluken Teshome. ""COVID-19 and Global Health Security: Overview of the Global Health Security Alliance, COVID-19 Response, African Countries’ Approaches, and Ethics"". Disaster Medicine and Public Health Preparedness, 2020."
"Pandemic Preparedness: Lessons from Influenza, HIV, and COVID-19",https://smarticle.tech/en/article/pandemic-preparedness-lessons-from-influenza-hiv-and-covid-19-202605180010,Public Health,Viral Load Dynamics of COVID-19 and Public Health Strategies: Modelling for Pandemic Preparedness,https://doi.org/10.21203/rs.3.rs-3640042/v1,"Alaa M. Sadiq. ""Viral Load Dynamics of COVID-19 and Public Health Strategies: Modelling for Pandemic Preparedness"". crossref, 2023."
"Pandemic Preparedness: Lessons from Influenza, HIV, and COVID-19",https://smarticle.tech/en/article/pandemic-preparedness-lessons-from-influenza-hiv-and-covid-19-202605180010,Public Health,Strengthening event-based surveillance (EBS): a case study from Afghanistan,https://doi.org/10.1186/s13031-024-00598-1,"Mohamed Mostafa Tahoun et al. ""Strengthening event-based surveillance (EBS): a case study from Afghanistan"". crossref, 2024."
Clinical Pathology: Tissue Analysis and Histopathological Diagnosis,https://smarticle.tech/en/article/clinical-pathology-tissue-analysis-and-histopathological-diagnosis-202605180018,Medical Laboratories,Histopathology Reporting,https://archive.org/details/histopathologyre0000alle,Histopathology Reporting. by Derek C. Allen. (2000). — Springer. ISBN: 9781447152637
Clinical Pathology: Tissue Analysis and Histopathological Diagnosis,https://smarticle.tech/en/article/clinical-pathology-tissue-analysis-and-histopathological-diagnosis-202605180018,Medical Laboratories,Pathophysiology of disease,https://openlibrary.org/works/OL18403508W,"Pathophysiology of disease. by Stephen J. McPhee, Vishwanath R. Lingappa, Ganong, William F.. (2002). — McGraw-Hill/Appleton & Lange. ISBN: 9780071387644"
Clinical Pathology: Tissue Analysis and Histopathological Diagnosis,https://smarticle.tech/en/article/clinical-pathology-tissue-analysis-and-histopathological-diagnosis-202605180018,Medical Laboratories,Mechanisms of disease,https://archive.org/details/mechanismsofdise02edunse,"Mechanisms of disease. by Stephen Tomlinson, Anthony M. Heagerty, Anthony P. Weetman. (2008). — Cambridge University Press. ISBN: 9780511380815"
Clinical Pathology: Tissue Analysis and Histopathological Diagnosis,https://smarticle.tech/en/article/clinical-pathology-tissue-analysis-and-histopathological-diagnosis-202605180018,Medical Laboratories,Endocrine Pathology,https://archive.org/details/endocrinepatholo00lloy_0,Endocrine Pathology. by Ricardo V. Lloyd. (1990). — Humana Press. ISBN: 9781461233466
Clinical Pathology: Tissue Analysis and Histopathological Diagnosis,https://smarticle.tech/en/article/clinical-pathology-tissue-analysis-and-histopathological-diagnosis-202605180018,Medical Laboratories,Muscle biopsy,https://archive.org/details/musclebiopsyprac0000dubo,"Muscle biopsy. by Victor Dubowitz, Caroline A. Sewry, Lilly M. S. Dubowitz. (1973). — W.B. Saunders Company. ISBN: 9780702074714"
Clinical Pathology: Tissue Analysis and Histopathological Diagnosis,https://smarticle.tech/en/article/clinical-pathology-tissue-analysis-and-histopathological-diagnosis-202605180018,Medical Laboratories,"Unfavorable Pathology, Tissue Biomarkers and Genomic Tests With Clinical Implications in Prostate Cancer Management",https://doi.org/10.1097/pap.0000000000000192,"Jane Kim Nguyen, Cristina Magi-Galluzzi. ""Unfavorable Pathology, Tissue Biomarkers and Genomic Tests With Clinical Implications in Prostate Cancer Management"". *crossref*, 2018."
Clinical Pathology: Tissue Analysis and Histopathological Diagnosis,https://smarticle.tech/en/article/clinical-pathology-tissue-analysis-and-histopathological-diagnosis-202605180018,Medical Laboratories,Tissue Microarray for Routine Analysis of Breast Biomarkers in the Clinical Laboratory,https://doi.org/10.1309/ajcpw37qgecdycdo,"Thomas A. Thomson, Chen Zhou, Christina Chu, Bryan Knight. ""Tissue Microarray for Routine Analysis of Breast Biomarkers in the Clinical Laboratory"". *American Journal of Clinical Pathology*, 2009."
Clinical Pathology: Tissue Analysis and Histopathological Diagnosis,https://smarticle.tech/en/article/clinical-pathology-tissue-analysis-and-histopathological-diagnosis-202605180018,Medical Laboratories,Analysis of Protein Biomarkers in Human Clinical Tumor Samples: Critical Aspects to Success from Tissue Acquisition to Analysis,https://doi.org/10.2217/bmm.11.9,"Madhuri V Warren, WY Iris Chan, John M Ridley. ""Analysis of Protein Biomarkers in Human Clinical Tumor Samples: Critical Aspects to Success from Tissue Acquisition to Analysis"". crossref, 2011."
Clinical Pathology: Tissue Analysis and Histopathological Diagnosis,https://smarticle.tech/en/article/clinical-pathology-tissue-analysis-and-histopathological-diagnosis-202605180018,Medical Laboratories,Clinical tissue biomarker digital image analysis: A review of current applications,https://doi.org/10.1016/j.hpr.2022.300633,"Zaibo Li, Marilyn M. Bui, Liron Pantanowitz. ""Clinical tissue biomarker digital image analysis: A review of current applications"". crossref, 2022."
Clinical Pathology: Tissue Analysis and Histopathological Diagnosis,https://smarticle.tech/en/article/clinical-pathology-tissue-analysis-and-histopathological-diagnosis-202605180018,Medical Laboratories,Clinical biomarkers in soft tissue sarcoma A comprehensive review of current soft tissue sarcoma biomarkers,https://doi.org/10.1002/jso.26680,"Soumya R. Sharma, Nadia E. Paonessa, Lucia Casadei, et al. ""Clinical biomarkers in soft tissue sarcoma A comprehensive review of current soft tissue sarcoma biomarkers"". Journal of Surgical Oncology, 2021."
"Diagnostic Blood Testing: Haematology, Biochemistry, and Biomarkers",https://smarticle.tech/en/article/diagnostic-blood-testing-haematology-biochemistry-and-biomarkers-202605180026,Medical Laboratories,Veterinary laboratory medicine,https://archive.org/details/veterinarylabora0000kerr,"Veterinary laboratory medicine. by Morag G. Kerr. (1988). — Wiley & Sons, Incorporated, John. ISBN: 9780632040230"
"Diagnostic Blood Testing: Haematology, Biochemistry, and Biomarkers",https://smarticle.tech/en/article/diagnostic-blood-testing-haematology-biochemistry-and-biomarkers-202605180026,Medical Laboratories,Atlas of hematology,https://archive.org/details/atlasofhematolog0000ande,"Atlas of hematology. by Shauna Christine Anderson, Shauna C. Anderson, Keila B Poulsen. (2003). — Lippincott Williams & Wilkins. ISBN: 9780781726627"
"Diagnostic Blood Testing: Haematology, Biochemistry, and Biomarkers",https://smarticle.tech/en/article/diagnostic-blood-testing-haematology-biochemistry-and-biomarkers-202605180026,Medical Laboratories,Clinical haematology,https://archive.org/details/clinicalhaematol0000prov,"Clinical haematology. by Andrew Provan, Drew Provan, Andrew Amos. (1997). — A Hodder Arnold Publication. ISBN: 0750629207"
"Diagnostic Blood Testing: Haematology, Biochemistry, and Biomarkers",https://smarticle.tech/en/article/diagnostic-blood-testing-haematology-biochemistry-and-biomarkers-202605180026,Medical Laboratories,"Essential Laboratory Medicine ; Clinical Pathology, Microbiology, Haematology, Cytology, Histopathology, Biochemistry, Blood Banking and Immunology",https://openlibrary.org/works/OL10246647W,"Essential Laboratory Medicine ; Clinical Pathology, Microbiology, Haematology, Cytology, Histopathology, Biochemistry, Blood Banking and Immunology. by V.H. Talib. (1999). — Interprint. ISBN: 8188039330"
"Diagnostic Blood Testing: Haematology, Biochemistry, and Biomarkers",https://smarticle.tech/en/article/diagnostic-blood-testing-haematology-biochemistry-and-biomarkers-202605180026,Medical Laboratories,"Croatian Society of Medical Biochemistry and Laboratory Medicine: National recommendations for blood collection, processing, performance and reporting",https://doi.org/10.11613/BM.2019.020503,"A. Bronić, D. Coen Herak, S. Margetić, M. Milić. ""Croatian Society of Medical Biochemistry and Laboratory Medicine: National recommendations for blood collection, processing, performance and reporting of results for coagulation screening assays prothrombin time, activated partial thromboplastin time, thrombin time, fibrinogen and D-dimer"". semantic_scholar_foundational, 2019."
"Diagnostic Blood Testing: Haematology, Biochemistry, and Biomarkers",https://smarticle.tech/en/article/diagnostic-blood-testing-haematology-biochemistry-and-biomarkers-202605180026,Medical Laboratories,"Diagnostic Performance of Red Blood Cell Indices, Serum Erythropoietin, and JAK2 Mutation Testing for the Evaluation of Polycythemia Vera at High Alti",https://doi.org/10.1182/blood-2023-177970,"Husain Y. Alkhaldy et al. ""Diagnostic Performance of Red Blood Cell Indices, Serum Erythropoietin, and JAK2 Mutation Testing for the Evaluation of Polycythemia Vera at High Altitude"". Blood, 2023."
"Diagnostic Blood Testing: Haematology, Biochemistry, and Biomarkers",https://smarticle.tech/en/article/diagnostic-blood-testing-haematology-biochemistry-and-biomarkers-202605180026,Medical Laboratories,Reliability of HIV rapid diagnostic tests for self-testing compared with testing by health-care workers: a systematic review and meta-analysis,https://doi.org/10.1016/S2352-3018(18)30044-4,"Carmen Figueroa, C. Johnson, N. Ford, A. Sands, S. Dalal, Robyn Meurant, Irena Prat, K. Hatzold, W. Urassa, R. Baggaley. ""Reliability of HIV rapid diagnostic tests for self-testing compared with testing by health-care workers: a systematic review and meta-analysis"". semantic_scholar_foundational, 2018."
"Diagnostic Blood Testing: Haematology, Biochemistry, and Biomarkers",https://smarticle.tech/en/article/diagnostic-blood-testing-haematology-biochemistry-and-biomarkers-202605180026,Medical Laboratories,Laboratory practices for manual blood film review: Results of an IQMH patterns of practice survey,https://doi.org/10.1111/ijlh.13343,"Elaine Leung, A. Johnston, Brian Olsen, Hong Chang, T. Martin, Miranda Wozniak, D. Good. ""Laboratory practices for manual blood film review: Results of an IQMH patterns of practice survey"". International Journal of Laboratory Hematology, 2020."
"Diagnostic Blood Testing: Haematology, Biochemistry, and Biomarkers",https://smarticle.tech/en/article/diagnostic-blood-testing-haematology-biochemistry-and-biomarkers-202605180026,Medical Laboratories,Review of the implementation of plasma ctDNA testing on behalf of IQN Path ASBL: a perspective from an EQA providers’ survey,https://doi.org/10.1007/s00428-017-2222-z,"Deans Z, Williams HL, Dequeker E, et al. ""Review of the implementation of plasma ctDNA testing on behalf of IQN Path ASBL: a perspective from an EQA providers’ survey"". Virchows Archiv, 2017."
"Diagnostic Blood Testing: Haematology, Biochemistry, and Biomarkers",https://smarticle.tech/en/article/diagnostic-blood-testing-haematology-biochemistry-and-biomarkers-202605180026,Medical Laboratories,Patient Blood Management in 2023: a Nationwide Survey of Anesthesiologists in Romania following the 2018 Guidelines,https://doi.org/10.2450/BloodTransfus.776,"D. Filipescu et al. ""Patient Blood Management in 2023: a Nationwide Survey of Anesthesiologists in Romania following the 2018 Guidelines"". Blood Transfus, 2024."
"Medical Microbiology: Bacterial, Viral, and Fungal Pathogen Identification",https://smarticle.tech/en/article/medical-microbiology-bacterial-viral-and-fungal-pathogen-identification-202605180034,Medical Laboratories,"Principles of bacteriology, virology, and immunity",https://archive.org/details/topleywilsonspri01topl,"Principles of bacteriology, virology, and immunity. by William Whiteman Carlton Topley, Graham Selby Wilson, A. A. Miles. (1929). — Lippincott Williams & Wilkins. ISBN: 0713144262"
"Medical Microbiology: Bacterial, Viral, and Fungal Pathogen Identification",https://smarticle.tech/en/article/medical-microbiology-bacterial-viral-and-fungal-pathogen-identification-202605180034,Medical Laboratories,Advances in applied microbiology,https://archive.org/details/advancesappliedm65lask,"Advances in applied microbiology. by Allen I. Laskin, Geoffrey Michael Gadd, Sima Sariaslani. (2008). — Elsevier Science & Technology. ISBN: 9780128052181"
"Medical Microbiology: Bacterial, Viral, and Fungal Pathogen Identification",https://smarticle.tech/en/article/medical-microbiology-bacterial-viral-and-fungal-pathogen-identification-202605180034,Medical Laboratories,Microbiology,https://archive.org/details/introductionalam0000tort,"Microbiology. by Gerard J. Tortora, Berdell R. Funke, Christine L. Case. (1982). — Pearson Education, Limited. ISBN: 9780134716121"
"Medical Microbiology: Bacterial, Viral, and Fungal Pathogen Identification",https://smarticle.tech/en/article/medical-microbiology-bacterial-viral-and-fungal-pathogen-identification-202605180034,Medical Laboratories,Molecular Biology of the Cell,https://archive.org/details/molecularbiology0000unse_e2q3,"Molecular Biology of the Cell. by Bruce Alberts, Alexander Johnson, Julian Lewis. (1983). — NCBI. ISBN: 9780824072834"
"Medical Microbiology: Bacterial, Viral, and Fungal Pathogen Identification",https://smarticle.tech/en/article/medical-microbiology-bacterial-viral-and-fungal-pathogen-identification-202605180034,Medical Laboratories,Molecular biology of the gene,https://archive.org/details/molecularbiology0004unse,"Molecular biology of the gene. by James D. Watson, Nancy H. Hopkins, Jeffrey W. Roberts. (1965). — Pearson/Benjamin Cummings. ISBN: 1405823798"
"Medical Microbiology: Bacterial, Viral, and Fungal Pathogen Identification",https://smarticle.tech/en/article/medical-microbiology-bacterial-viral-and-fungal-pathogen-identification-202605180034,Medical Laboratories,"Advances in Microbiology, Infectious Diseases and Public Health",https://openlibrary.org/works/OL20697702W,"Advances in Microbiology, Infectious Diseases and Public Health. by Gianfranco Donelli. (2016). — Springer International Publishing AG. ISBN: 9783319263205"
"Medical Microbiology: Bacterial, Viral, and Fungal Pathogen Identification",https://smarticle.tech/en/article/medical-microbiology-bacterial-viral-and-fungal-pathogen-identification-202605180034,Medical Laboratories,Science in a Technical World,https://archive.org/details/pulppaperresearc0000unse,Science in a Technical World. by American Chemical Society. (1999). — W. H. Freeman. ISBN: 0716737922
"Medical Microbiology: Bacterial, Viral, and Fungal Pathogen Identification",https://smarticle.tech/en/article/medical-microbiology-bacterial-viral-and-fungal-pathogen-identification-202605180034,Medical Laboratories,Introduction to microbiology,https://archive.org/details/introductiontomi0000john,Introduction to microbiology. by John L. Ingraham. (1995). — Brooks/Cole Pub. Co. ISBN: 0534167284
"Medical Microbiology: Bacterial, Viral, and Fungal Pathogen Identification",https://smarticle.tech/en/article/medical-microbiology-bacterial-viral-and-fungal-pathogen-identification-202605180034,Medical Laboratories,Science and civilisation in China,https://archive.org/details/zhongguokexuejis05need,Science and civilisation in China. by Joseph Needham. (1954). — Cambridge University Press. ISBN: 9780521058001
"Medical Microbiology: Bacterial, Viral, and Fungal Pathogen Identification",https://smarticle.tech/en/article/medical-microbiology-bacterial-viral-and-fungal-pathogen-identification-202605180034,Medical Laboratories,INTRODUCTION TO BIODETERIORATION,https://openlibrary.org/works/OL13633739W,"INTRODUCTION TO BIODETERIORATION. by DENNIS ALLSOPP, Dennis Allsopp, Kenneth J. Seal. (2004). — CAMBRIDGE UNIV PRESS. ISBN: 9780521528870"
Clinical Pharmacology and Drug Mechanisms,https://smarticle.tech/en/article/clinical-pharmacology-and-drug-mechanisms-202605190443,Pharmacy,Cardiovascular pharmacotherapeutics,https://archive.org/details/cardiovascularph02edunse,"Cardiovascular pharmacotherapeutics. by William H. Frishman, Domenic A. Sica, Edmund H. Sonnenblick. (1997). — McGraw-Hill, Medical Pub. Division. ISBN: 1935395629"
Clinical Pharmacology and Drug Mechanisms,https://smarticle.tech/en/article/clinical-pharmacology-and-drug-mechanisms-202605190443,Pharmacy,Drugs of Abuse,https://archive.org/details/drugsofabusephar0000howa,Drugs of Abuse. by Sherrel Howard. (2014). — Wiley-Blackwell. ISBN: 9781118870891
Clinical Pharmacology and Drug Mechanisms,https://smarticle.tech/en/article/clinical-pharmacology-and-drug-mechanisms-202605190443,Pharmacy,Antimicrobial drug resistance,https://archive.org/details/antimicrobialdru00maye,Antimicrobial drug resistance. by Douglas L. Mayers. (2009). — Springer. ISBN: 9783319467184
Clinical Pharmacology and Drug Mechanisms,https://smarticle.tech/en/article/clinical-pharmacology-and-drug-mechanisms-202605190443,Pharmacy,Atlas of psychiatric pharmacotherapy,https://openlibrary.org/works/OL9012624W,Atlas of psychiatric pharmacotherapy. by Roni Shiloh. (1999). — Taylor & Francis. ISBN: 1853179345
Clinical Pharmacology and Drug Mechanisms,https://smarticle.tech/en/article/clinical-pharmacology-and-drug-mechanisms-202605190443,Pharmacy,"Cocaine, marijuana, designer drugs",https://archive.org/details/cocainemarijuana0000unse,"Cocaine, marijuana, designer drugs. by Charles A. Walker, Gene Barnett, Kinfe Redda. (1989). — Taylor & Francis Group. ISBN: 1439805229"
Clinical Pharmacology and Drug Mechanisms,https://smarticle.tech/en/article/clinical-pharmacology-and-drug-mechanisms-202605190443,Pharmacy,Molecular mechanisms of drug action,https://archive.org/details/molecularmechani0000coul_g1l2,Molecular mechanisms of drug action. by Christopher J. Coulson. (1988). — Routledge. ISBN: 9781280405457
Clinical Pharmacology and Drug Mechanisms,https://smarticle.tech/en/article/clinical-pharmacology-and-drug-mechanisms-202605190443,Pharmacy,Pocket Guide For Textbook Of Pharmocotherapy,https://openlibrary.org/works/OL5769673W,Pocket Guide For Textbook Of Pharmocotherapy. by David Rosenberg. (1997). — Routledge. ISBN: 9780876308714
Clinical Pharmacology and Drug Mechanisms,https://smarticle.tech/en/article/clinical-pharmacology-and-drug-mechanisms-202605190443,Pharmacy,Definitions and mechanisms of drug hypersensitivity,https://doi.org/10.1586/ecp.10.32,"Bettina Wedi. ""Definitions and mechanisms of drug hypersensitivity"". crossref, 2010."
Clinical Pharmacology and Drug Mechanisms,https://smarticle.tech/en/article/clinical-pharmacology-and-drug-mechanisms-202605190443,Pharmacy,"Past, present, and future of FGFR inhibitors in cholangiocarcinoma: from biological mechanisms to clinical applications",https://doi.org/10.1080/17512433.2023.2232302,"Amadeo, E. et al. ""Past, present, and future of FGFR inhibitors in cholangiocarcinoma: from biological mechanisms to clinical applications"". *Crossref*, 2023."
Clinical Pharmacology and Drug Mechanisms,https://smarticle.tech/en/article/clinical-pharmacology-and-drug-mechanisms-202605190443,Pharmacy,Adverse events associated with nilotinib in chronic myeloid leukemia: mechanisms and management strategies,https://doi.org/10.1080/17512433.2021.1894129,"Zeng Wang, Liyu Jiang, Hao Yan, Zhifei Xu, Peihua Luo. ""Adverse events associated with nilotinib in chronic myeloid leukemia: mechanisms and management strategies"". crossref, 2021."
Human Pathology: Disease Mechanisms at the Cellular Level,https://smarticle.tech/en/article/human-pathology-disease-mechanisms-at-the-cellular-level-202605190457,Medical Laboratories,Introduction to Human Disease,https://openlibrary.org/works/OL21062938W,"Introduction to Human Disease. by Agnes G. Loeffler, Michael N. Hart. (2012). — Jones & Bartlett Learning, LLC. ISBN: 1449690661"
Human Pathology: Disease Mechanisms at the Cellular Level,https://smarticle.tech/en/article/human-pathology-disease-mechanisms-at-the-cellular-level-202605190457,Medical Laboratories,Pathophysiology of disease,https://openlibrary.org/works/OL18403508W,"Pathophysiology of disease. by Stephen J. McPhee, Vishwanath R. Lingappa, Ganong, William F.. (2002). — Lange Medical Books/McGraw-Hill. ISBN: 007121240X"
Human Pathology: Disease Mechanisms at the Cellular Level,https://smarticle.tech/en/article/human-pathology-disease-mechanisms-at-the-cellular-level-202605190457,Medical Laboratories,An introduction to human disease,https://archive.org/details/introductiontohu0000crow_j5v7,An introduction to human disease. by Leonard V. Crowley. (2004). — Jones and Bartlett. ISBN: 0763707279
Human Pathology: Disease Mechanisms at the Cellular Level,https://smarticle.tech/en/article/human-pathology-disease-mechanisms-at-the-cellular-level-202605190457,Medical Laboratories,Neurobiology of the locus coeruleus,https://archive.org/details/transductioncell0000unse,Neurobiology of the locus coeruleus. by Jochen Klein. (1996). — Elsevier Science. ISBN: 9780444801043
Human Pathology: Disease Mechanisms at the Cellular Level,https://smarticle.tech/en/article/human-pathology-disease-mechanisms-at-the-cellular-level-202605190457,Medical Laboratories,Cellular and Molecular Mechanisms of Autoimmune Disease,https://doi.org/10.1177/0192623311428481,"Brad Bolon. ""Cellular and Molecular Mechanisms of Autoimmune Disease"". crossref, 2011."
Human Pathology: Disease Mechanisms at the Cellular Level,https://smarticle.tech/en/article/human-pathology-disease-mechanisms-at-the-cellular-level-202605190457,Medical Laboratories,Animal and cellular models of human disease,https://doi.org/10.1002/path.4662,"Mark J Arends, Eric S White, C Bruce A Whitelaw. ""Animal and cellular models of human disease"". crossref, 2015."
Human Pathology: Disease Mechanisms at the Cellular Level,https://smarticle.tech/en/article/human-pathology-disease-mechanisms-at-the-cellular-level-202605190457,Medical Laboratories,Mechanisms of intracellular compartmentalization and disease,https://doi.org/10.1016/j.ejcb.2015.06.008,"Roland Lill. ""Mechanisms of intracellular compartmentalization and disease"". *European Journal of Cell Biology*, 2015."
Human Pathology: Disease Mechanisms at the Cellular Level,https://smarticle.tech/en/article/human-pathology-disease-mechanisms-at-the-cellular-level-202605190457,Medical Laboratories,Cellular and molecular mechanisms of fibrosis,https://doi.org/10.1002/path.2277,"TA Wynn. ""Cellular and molecular mechanisms of fibrosis"". Pathology, 2007."
Human Pathology: Disease Mechanisms at the Cellular Level,https://smarticle.tech/en/article/human-pathology-disease-mechanisms-at-the-cellular-level-202605190457,Medical Laboratories,Cellular change in human disease,https://doi.org/10.1016/s0046-8177(73)80050-4,"Trump, B. F. et al. ""Cellular change in human disease"". *Human Pathology*, 1973."
Human Pathology: Disease Mechanisms at the Cellular Level,https://smarticle.tech/en/article/human-pathology-disease-mechanisms-at-the-cellular-level-202605190457,Medical Laboratories,Faculty Opinions recommendation of Behind the smile: cell biology and disease mechanisms of Giardia species.,https://doi.org/10.3410/f.720772355.793506215,"R Balfour Sartor. ""Behind the smile: cell biology and disease mechanisms of Giardia species"". crossref, 2015."
"Clinical Pharmacology: Drug Mechanisms, Pharmacokinetics, and Therapeutic Applications",https://smarticle.tech/en/article/clinical-pharmacology-drug-mechanisms-pharmacokinetics-and-therapeutic-appl-202605190512,Pharmacy,Galen On the natural faculties,https://archive.org/details/hippocraticwriti030332mbp,"Galen On the natural faculties. by Galen, Arthur John Brock, Paul Boer. (1916). — Harvard University Press. ISBN: 1017037450"
"Clinical Pharmacology: Drug Mechanisms, Pharmacokinetics, and Therapeutic Applications",https://smarticle.tech/en/article/clinical-pharmacology-drug-mechanisms-pharmacokinetics-and-therapeutic-appl-202605190512,Pharmacy,Therapeutics,https://archive.org/details/b20409278,"Therapeutics. by Horatio C. Wood, Jr.. (1874). — J.B Lippincott. ISBN: 9781020785771"
"Clinical Pharmacology: Drug Mechanisms, Pharmacokinetics, and Therapeutic Applications",https://smarticle.tech/en/article/clinical-pharmacology-drug-mechanisms-pharmacokinetics-and-therapeutic-appl-202605190512,Pharmacy,"Handbook of Pharmaceutical Manufacturing Formulations, Third Edition",https://openlibrary.org/works/OL20744968W,"Handbook of Pharmaceutical Manufacturing Formulations, Third Edition. by Sarfaraz K. Niazi. (2019). — CRC Press LLC. ISBN: 9781138103306"
"Clinical Pharmacology: Drug Mechanisms, Pharmacokinetics, and Therapeutic Applications",https://smarticle.tech/en/article/clinical-pharmacology-drug-mechanisms-pharmacokinetics-and-therapeutic-appl-202605190512,Pharmacy,The Mechanics of Inhaled Pharmaceutical Aerosols,https://archive.org/details/mechanicsofinhal0000finl,The Mechanics of Inhaled Pharmaceutical Aerosols. by Warren H. Finlay. (2001). — Elsevier Science & Technology Books. ISBN: 0081027494
"Clinical Pharmacology: Drug Mechanisms, Pharmacokinetics, and Therapeutic Applications",https://smarticle.tech/en/article/clinical-pharmacology-drug-mechanisms-pharmacokinetics-and-therapeutic-appl-202605190512,Pharmacy,"Antifungals: Drug Class, Mechanisms of Action, Pharmacokinetics/Pharmacodynamics, Drug-Drug Interactions, Toxicity, and Clinical Use",https://doi.org/10.1128/9781555817176.ch22,"Nett, Jeniel E., and David R. Andes. ""Antifungals: Drug Class, Mechanisms of Action, Pharmacokinetics/Pharmacodynamics, Drug-Drug Interactions, Toxicity, and Clinical Use"". *Crossref*, 2014."
"Clinical Pharmacology: Drug Mechanisms, Pharmacokinetics, and Therapeutic Applications",https://smarticle.tech/en/article/clinical-pharmacology-drug-mechanisms-pharmacokinetics-and-therapeutic-appl-202605190512,Pharmacy,Handbook of Basic Pharmacokinetics … Including Clinical Applications,https://doi.org/10.1097/00007691-198709000-00019,"Reed, Michael D. ""Handbook of Basic Pharmacokinetics … Including Clinical Applications"". *crossref*, 1987."
"Clinical Pharmacology: Drug Mechanisms, Pharmacokinetics, and Therapeutic Applications",https://smarticle.tech/en/article/clinical-pharmacology-drug-mechanisms-pharmacokinetics-and-therapeutic-appl-202605190512,Pharmacy,Definitions and mechanisms of drug hypersensitivity,https://doi.org/10.1586/ecp.10.32,"Bettina Wedi. ""Definitions and mechanisms of drug hypersensitivity"". crossref, 2010."
"Drug Interactions and Adverse Effects: Classification, Mechanisms, and Clinical Management",https://smarticle.tech/en/article/drug-interactions-and-adverse-effects-classification-mechanisms-and-clinica-202605190528,Pharmacy,Encyclopedia of drug metabolism and interactions,https://openlibrary.org/works/OL16695147W,"Encyclopedia of drug metabolism and interactions. by Alexander V. Lyubimov. (2012). — Wiley & Sons, Incorporated, John. ISBN: 1118149769"
"Drug Interactions and Adverse Effects: Classification, Mechanisms, and Clinical Management",https://smarticle.tech/en/article/drug-interactions-and-adverse-effects-classification-mechanisms-and-clinica-202605190528,Pharmacy,Managing clinically important drug interactions,https://archive.org/details/managingclinical0000hans,"Managing clinically important drug interactions. by Philip D. Hansten, John R Horn. (2002). — Facts & Comparisons. ISBN: 1574391380"
"Drug Interactions and Adverse Effects: Classification, Mechanisms, and Clinical Management",https://smarticle.tech/en/article/drug-interactions-and-adverse-effects-classification-mechanisms-and-clinica-202605190528,Pharmacy,Drug interactions,https://archive.org/details/druginteractions00hans,"Drug interactions. by Philip D. Hansten, John R Horn. (1971). — Lippincott Williams & Wilkins. ISBN: 9780812104325"
"Drug Interactions and Adverse Effects: Classification, Mechanisms, and Clinical Management",https://smarticle.tech/en/article/drug-interactions-and-adverse-effects-classification-mechanisms-and-clinica-202605190528,Pharmacy,Meyler's side effects of drugs,https://archive.org/details/meylerssideeffec0000meyl,"Meyler's side effects of drugs. by Leopold Meyler, M. N. Dukes, Leopold Meyler. (1952). — Excerpta Medica. ISBN: 0444151761"
