Academic Concept (EN),Academic Concept (AR),Concept URL (EN),Concept URL (AR),Subcategory,Reference Title,Reference URL,Citation (EN),Citation (AR)
"Postcolonial Literature: Writing Back, Hybridity, and Decolonising the Canon",الأدب ما بعد الاستعمار: الكتابة الراجعة، التهجين، وإزالة الاستعمار من الكانون.,https://smarticle.tech/en/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,https://smarticle.tech/ar/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,World Literature,"Colonized Poland, Orientalized Poland: Postcolonial Theory and the “Other Europe”",https://doi.org/10.1017/9781787446687.010,"Bartosz Nowak. ""Colonized Poland, Orientalized Poland: Postcolonial Theory and the 'Other Europe'"". crossref, 2020.","بارتوش نواك. ""بولندا المستعمَرة، بولندا المستشرَقة: النظرية ما بعد الاستعمارية و'أوروبا الأخرى'"". *كروسريف*، 2020."
"Postcolonial Literature: Writing Back, Hybridity, and Decolonising the Canon",الأدب ما بعد الاستعمار: الكتابة الراجعة، التهجين، وإزالة الاستعمار من الكانون.,https://smarticle.tech/en/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,https://smarticle.tech/ar/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,World Literature,"Capitalizing on English Literature: Disciplinarity, Academic Labor and Postcolonial Studies",https://doi.org/10.4324/9780203796740-9,"Capitalizing on English Literature: Disciplinarity, Academic Labor and Postcolonial Studies. *crossref*, 2015.",الاستفادة من الأدب الإنجليزي: التخصصية، العمل الأكاديمي، والدراسات ما بعد الاستعمارية. *كروسريف*، 2015.
"Poetic Form: Metre, Rhyme Scheme, and the Architecture of the Poem",الشكل الشعري: الوزن، نظام القافية، وبنية القصيدة.,https://smarticle.tech/en/article/poetic-form-metre-rhyme-scheme-and-the-architecture-of-the-poem-202605150156,https://smarticle.tech/ar/article/poetic-form-metre-rhyme-scheme-and-the-architecture-of-the-poem-202605150156,Poetry,Leaves of Grass,https://archive.org/details/bwb_P8-BMM-114,Leaves of Grass. by Walt Whitman. (1855). — Modern Library. ISBN: 9788423974740,Leaves of Grass. بقلم Walt Whitman. (1855). — Modern Library. ردمك: 9788423974740
"Poetic Form: Metre, Rhyme Scheme, and the Architecture of the Poem",الشكل الشعري: الوزن، نظام القافية، وبنية القصيدة.,https://smarticle.tech/en/article/poetic-form-metre-rhyme-scheme-and-the-architecture-of-the-poem-202605150156,https://smarticle.tech/ar/article/poetic-form-metre-rhyme-scheme-and-the-architecture-of-the-poem-202605150156,Poetry,King Lear,https://archive.org/details/bwb_O8-BXS-912,King Lear. by William Shakespeare. (1608). — Printed for Richard Wellington .... ISBN: 0521012368,King Lear. بقلم William Shakespeare. (1608). — Printed for Richard Wellington .... ردمك: 0521012368
"Poetic Form: Metre, Rhyme Scheme, and the Architecture of the Poem",الشكل الشعري: الوزن، نظام القافية، وبنية القصيدة.,https://smarticle.tech/en/article/poetic-form-metre-rhyme-scheme-and-the-architecture-of-the-poem-202605150156,https://smarticle.tech/ar/article/poetic-form-metre-rhyme-scheme-and-the-architecture-of-the-poem-202605150156,Poetry,Macbeth,https://archive.org/details/macbethfacsimile0000will,Macbeth. by William Shakespeare. (1508). — Nelson Thornes Ltd. ISBN: 9781536969078,Macbeth. بقلم William Shakespeare. (1508). — Nelson Thornes Ltd. ردمك: 9781536969078
"Poetic Form: Metre, Rhyme Scheme, and the Architecture of the Poem",الشكل الشعري: الوزن، نظام القافية، وبنية القصيدة.,https://smarticle.tech/en/article/poetic-form-metre-rhyme-scheme-and-the-architecture-of-the-poem-202605150156,https://smarticle.tech/ar/article/poetic-form-metre-rhyme-scheme-and-the-architecture-of-the-poem-202605150156,Poetry,A Midsummer Night's Dream,https://archive.org/details/variorumshakespe0010unse,A Midsummer Night's Dream. by William Shakespeare. (1600). — J.B. Lippincott company. ISBN: 9780521094900,A Midsummer Night's Dream. بقلم William Shakespeare. (1600). — J.B. Lippincott company. ردمك: 9780521094900
"Poetic Form: Metre, Rhyme Scheme, and the Architecture of the Poem",الشكل الشعري: الوزن، نظام القافية، وبنية القصيدة.,https://smarticle.tech/en/article/poetic-form-metre-rhyme-scheme-and-the-architecture-of-the-poem-202605150156,https://smarticle.tech/ar/article/poetic-form-metre-rhyme-scheme-and-the-architecture-of-the-poem-202605150156,Poetry,La Divina Commedia,https://archive.org/details/commedi03dant,La Divina Commedia. by Dante Alighieri. (1472). — Libreria dell' universita. ISBN: 9788415014973,La Divina Commedia. بقلم Dante Alighieri. (1472). — Libreria dell' universita. ردمك: 9788415014973
"Poetic Form: Metre, Rhyme Scheme, and the Architecture of the Poem",الشكل الشعري: الوزن، نظام القافية، وبنية القصيدة.,https://smarticle.tech/en/article/poetic-form-metre-rhyme-scheme-and-the-architecture-of-the-poem-202605150156,https://smarticle.tech/ar/article/poetic-form-metre-rhyme-scheme-and-the-architecture-of-the-poem-202605150156,Poetry,Metamorphoses,https://archive.org/details/mtamorphoses00ovid,Metamorphoses. by Ovid. (1479). — Appresso Camillo Franceschini. ISBN: 9789022108819,Metamorphoses. بقلم Ovid. (1479). — Appresso Camillo Franceschini. ردمك: 9789022108819
"Poetic Form: Metre, Rhyme Scheme, and the Architecture of the Poem",الشكل الشعري: الوزن، نظام القافية، وبنية القصيدة.,https://smarticle.tech/en/article/poetic-form-metre-rhyme-scheme-and-the-architecture-of-the-poem-202605150156,https://smarticle.tech/ar/article/poetic-form-metre-rhyme-scheme-and-the-architecture-of-the-poem-202605150156,Poetry,"A Cyclopædia of Sacred Poetical Quotations: Consisting of Choice Passages from the Sacred Poetry of All Ages and Countries, Classified and Arranged, f",https://www.gutenberg.org/ebooks/67379,"A Cyclopædia of Sacred Poetical Quotations: Consisting of Choice Passages from the Sacred Poetry of All Ages and Countries, Classified and Arranged, for Facility of Reference, Under Subject Headings; Illustrated by Striking Passages from Scripture, and Forming Altogether a Complete Book of Devotional Poetry.. by Unknown Author. — Project Gutenberg","A Cyclopædia of Sacred Poetical Quotations: Consisting of Choice Passages from the Sacred Poetry of All Ages and Countries, Classified and Arranged, for Facility of Reference, Under Subject Headings; Illustrated by Striking Passages from Scripture, and Forming Altogether a Complete Book of Devotional Poetry.. بقلم مؤلف غير معروف. — Project Gutenberg"
"Poetic Form: Metre, Rhyme Scheme, and the Architecture of the Poem",الشكل الشعري: الوزن، نظام القافية، وبنية القصيدة.,https://smarticle.tech/en/article/poetic-form-metre-rhyme-scheme-and-the-architecture-of-the-poem-202605150156,https://smarticle.tech/ar/article/poetic-form-metre-rhyme-scheme-and-the-architecture-of-the-poem-202605150156,Poetry,Moll Flanders,https://archive.org/details/bwb_W9-ACI-449,Moll Flanders. by Daniel Defoe. (1722). — Signet Classics. ISBN: 9798475423936,Moll Flanders. بقلم Daniel Defoe. (1722). — Signet Classics. ردمك: 9798475423936
Free Verse and Modernist Poetry: Breaking Form and the Legacy of Whitman,الشعر الحر والشعر الحداثي: كسر الشكل وإرث ويتمن,https://smarticle.tech/en/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,https://smarticle.tech/ar/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,Poetry,Leaves of Grass,https://archive.org/details/bwb_P8-BMM-114,Leaves of Grass. by Walt Whitman. (1855). — Modern Library. ISBN: 9788423974740,Leaves of Grass. بقلم Walt Whitman. (1855). — Modern Library. ردمك: 9788423974740
Free Verse and Modernist Poetry: Breaking Form and the Legacy of Whitman,الشعر الحر والشعر الحداثي: كسر الشكل وإرث ويتمن,https://smarticle.tech/en/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,https://smarticle.tech/ar/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,Poetry,A survey of modernist poetry,https://archive.org/details/surveyofmodernis0000ridi,"A survey of modernist poetry. by Laura Riding, Robert Graves. (1927). — Creative Media Partners, LLC. ISBN: 1019349832","A survey of modernist poetry. بقلم Laura Riding، Robert Graves. (1927). — Creative Media Partners, LLC. ردمك: 1019349832"
Free Verse and Modernist Poetry: Breaking Form and the Legacy of Whitman,الشعر الحر والشعر الحداثي: كسر الشكل وإرث ويتمن,https://smarticle.tech/en/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,https://smarticle.tech/ar/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,Poetry,A survey of modernist poetry / by Laura Riding and Robert Graves,https://archive.org/details/surveyofmodernis00jack,"A survey of modernist poetry / by Laura Riding and Robert Graves. by Jackson, Laura (Riding), 1901-1991, author. (1928). — Doubleday, Doran & Co.","A survey of modernist poetry / by Laura Riding and Robert Graves. بقلم Jackson, Laura (Riding), 1901-1991, author. (1928). — Doubleday, Doran & Co."
Free Verse and Modernist Poetry: Breaking Form and the Legacy of Whitman,الشعر الحر والشعر الحداثي: كسر الشكل وإرث ويتمن,https://smarticle.tech/en/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,https://smarticle.tech/ar/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,Poetry,Cambridge Introduction to Modernist Poetry,https://openlibrary.org/works/OL25675972W,Cambridge Introduction to Modernist Poetry. by Peter Howarth. (2011). — Cambridge University Press. ISBN: 1283378108,Cambridge Introduction to Modernist Poetry. بقلم Peter Howarth. (2011). — Cambridge University Press. ردمك: 1283378108
Free Verse and Modernist Poetry: Breaking Form and the Legacy of Whitman,الشعر الحر والشعر الحداثي: كسر الشكل وإرث ويتمن,https://smarticle.tech/en/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,https://smarticle.tech/ar/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,Poetry,"A survey of modernist poetry ; and, A pamphlet against anthologies / c Laura Riding and Robert Graves ; edited with notes and introduction by Charles",https://openlibrary.org/works/OL15624581W,"A survey of modernist poetry ; and, A pamphlet against anthologies / c Laura Riding and Robert Graves ; edited with notes and introduction by Charles Mundye and Patrick McGuinness. by Laura Riding. (2002). — Carcanet. ISBN: 1857545680","A survey of modernist poetry ; and, A pamphlet against anthologies / c Laura Riding and Robert Graves ; edited with notes and introduction by Charles Mundye and Patrick McGuinness. بقلم Laura Riding. (2002). — Carcanet. ردمك: 1857545680"
Free Verse and Modernist Poetry: Breaking Form and the Legacy of Whitman,الشعر الحر والشعر الحداثي: كسر الشكل وإرث ويتمن,https://smarticle.tech/en/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,https://smarticle.tech/ar/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,Poetry,Modernist & post-modernist Arabic verse since 1970,https://openlibrary.org/works/OL23826539W,"Modernist & post-modernist Arabic verse since 1970. by ʻInānī, Muḥammad Muḥammad al-Duktūr. (2001). — G.E.O. ISBN: 977017663X","Modernist & post-modernist Arabic verse since 1970. بقلم ʻInānī, Muḥammad Muḥammad al-Duktūr. (2001). — G.E.O. ردمك: 977017663X"
Free Verse and Modernist Poetry: Breaking Form and the Legacy of Whitman,الشعر الحر والشعر الحداثي: كسر الشكل وإرث ويتمن,https://smarticle.tech/en/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,https://smarticle.tech/ar/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,Poetry,Free Verse,https://doi.org/10.4324/9781135000356-rem89-1,"Munro, Niall. ""Free Verse"". *crossref*, 2014.","مونرو، نايال. ""الشعر الحر"". *كروسريف*، 2014."
Free Verse and Modernist Poetry: Breaking Form and the Legacy of Whitman,الشعر الحر والشعر الحداثي: كسر الشكل وإرث ويتمن,https://smarticle.tech/en/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,https://smarticle.tech/ar/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,Poetry,"Rhetoric, the Bible, and the origins of free verse",https://doi.org/10.1515/9783110873139,"Kohl, Katrin M. ""Rhetoric, the Bible, and the origins of free verse"". crossref, 1990.","كول، كاترين م. ""البلاغة، الكتاب المقدس، وأصول الشعر الحر"". *كروسريف*، 1990."
Free Verse and Modernist Poetry: Breaking Form and the Legacy of Whitman,الشعر الحر والشعر الحداثي: كسر الشكل وإرث ويتمن,https://smarticle.tech/en/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,https://smarticle.tech/ar/article/free-verse-and-modernist-poetry-breaking-form-and-the-legacy-of-whitman-202605150203,Poetry,The Origins of Free Verse,https://doi.org/10.3998/mpub.14142,"H. Kirby-Smith. ""The Origins of Free Verse"". crossref, 1996.","كيربي-سميث، هـ. ""أصول الشعر الحر"". *كروسريف*، 1996."
"Metaphor, Image, and Symbol as Core Devices of Poetic Language",الاستعارة والصورة والرمز كوسائل أساسية للغة الشعرية.,https://smarticle.tech/en/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,https://smarticle.tech/ar/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,Poetry,King Lear,https://archive.org/details/bwb_O8-BXS-912,King Lear. by William Shakespeare. (1608). — Printed for Richard Wellington .... ISBN: 0521012368,King Lear. بقلم William Shakespeare. (1608). — Printed for Richard Wellington .... ردمك: 0521012368
"Metaphor, Image, and Symbol as Core Devices of Poetic Language",الاستعارة والصورة والرمز كوسائل أساسية للغة الشعرية.,https://smarticle.tech/en/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,https://smarticle.tech/ar/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,Poetry,Macbeth,https://archive.org/details/macbethfacsimile0000will,Macbeth. by William Shakespeare. (1508). — Nelson Thornes Ltd. ISBN: 9781536969078,Macbeth. بقلم William Shakespeare. (1508). — Nelson Thornes Ltd. ردمك: 9781536969078
"Metaphor, Image, and Symbol as Core Devices of Poetic Language",الاستعارة والصورة والرمز كوسائل أساسية للغة الشعرية.,https://smarticle.tech/en/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,https://smarticle.tech/ar/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,Poetry,Don Quijote de la Mancha,https://archive.org/details/elingeniosohidal00cervrs,Don Quijote de la Mancha. by Miguel de Cervantes Saavedra. (1600). — Modern Library. ISBN: 9781420951325,Don Quijote de la Mancha. بقلم Miguel de Cervantes Saavedra. (1600). — Modern Library. ردمك: 9781420951325
"Metaphor, Image, and Symbol as Core Devices of Poetic Language",الاستعارة والصورة والرمز كوسائل أساسية للغة الشعرية.,https://smarticle.tech/en/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,https://smarticle.tech/ar/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,Poetry,La Divina Commedia,https://archive.org/details/commedi03dant,La Divina Commedia. by Dante Alighieri. (1472). — Libreria dell' universita. ISBN: 9788415014973,La Divina Commedia. بقلم Dante Alighieri. (1472). — Libreria dell' universita. ردمك: 9788415014973
"Metaphor, Image, and Symbol as Core Devices of Poetic Language",الاستعارة والصورة والرمز كوسائل أساسية للغة الشعرية.,https://smarticle.tech/en/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,https://smarticle.tech/ar/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,Poetry,The Canterbury Tales,https://archive.org/details/cu31924030286466,"The Canterbury Tales. by Geoffrey Chaucer, John E. Cunningham, Peter Ackroyd. (1478). — Clar. Press. ISBN: 9781461031840",The Canterbury Tales. بقلم Geoffrey Chaucer، John E. Cunningham، Peter Ackroyd. (1478). — Clar. Press. ردمك: 9781461031840
"Metaphor, Image, and Symbol as Core Devices of Poetic Language",الاستعارة والصورة والرمز كوسائل أساسية للغة الشعرية.,https://smarticle.tech/en/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,https://smarticle.tech/ar/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,Poetry,Ἰλιάς,https://archive.org/details/iliadofhomerdone00home,Ἰλιάς. by Όμηρος. (1505). — Printed by Thomas Roycroft. ISBN: 8474140404,Ἰλιάς. بقلم Όμηρος. (1505). — Printed by Thomas Roycroft. ردمك: 8474140404
"Metaphor, Image, and Symbol as Core Devices of Poetic Language",الاستعارة والصورة والرمز كوسائل أساسية للغة الشعرية.,https://smarticle.tech/en/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,https://smarticle.tech/ar/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,Poetry,Ὀδύσσεια,https://archive.org/details/lodysse02hom,Ὀδύσσεια. by Όμηρος. (1488). — Newnes. ISBN: 9626340312,Ὀδύσσεια. بقلم Όμηρος. (1488). — Newnes. ردمك: 9626340312
"Metaphor, Image, and Symbol as Core Devices of Poetic Language",الاستعارة والصورة والرمز كوسائل أساسية للغة الشعرية.,https://smarticle.tech/en/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,https://smarticle.tech/ar/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,Poetry,L' Image au Moyen Age,https://openlibrary.org/works/OL12374038W,L' Image au Moyen Age. by Université de Picardie. Centre d'études médiévales. Colloque. (1992). — Centre d'études médiévales - Université de Picardie. ISBN: 9782901121213,L' Image au Moyen Age. بقلم Université de Picardie. Centre d'études médiévales. Colloque. (1992). — Centre d'études médiévales - Université de Picardie. ردمك: 9782901121213
"Metaphor, Image, and Symbol as Core Devices of Poetic Language",الاستعارة والصورة والرمز كوسائل أساسية للغة الشعرية.,https://smarticle.tech/en/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,https://smarticle.tech/ar/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,Poetry,Moby Dick,https://archive.org/details/lp_moby-dick-or-the-whale-by-herman-melville_herman-melville-louis-zorich,Moby Dick. by Herman Melville. (1851). — Race Point Publishing. ISBN: 1976530733,Moby Dick. بقلم Herman Melville. (1851). — Race Point Publishing. ردمك: 1976530733
"Metaphor, Image, and Symbol as Core Devices of Poetic Language",الاستعارة والصورة والرمز كوسائل أساسية للغة الشعرية.,https://smarticle.tech/en/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,https://smarticle.tech/ar/article/metaphor-image-and-symbol-as-core-devices-of-poetic-language-202605150210,Poetry,Treasure Island,https://archive.org/details/treasureisland0000unse_k0j8,Treasure Island. by Robert Louis Stevenson. (1880). — Nelson Thornes Ltd. ISBN: 9781975820640,Treasure Island. بقلم Robert Louis Stevenson. (1880). — Nelson Thornes Ltd. ردمك: 9781975820640
"Narrative Theory: Plot Structure, Focalization, and the Narrator",نظرية السرد: بنية الحبكة، التوجيه، والراوي,https://smarticle.tech/en/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,https://smarticle.tech/ar/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,Novels,Jane Eyre,https://archive.org/details/janeeyre0000bron_s6p5,Jane Eyre. by Charlotte Brontë. (1847). — Penguin Global. ISBN: 9798742845652,Jane Eyre. بقلم Charlotte Brontë. (1847). — Penguin Global. ردمك: 9798742845652
"Narrative Theory: Plot Structure, Focalization, and the Narrator",نظرية السرد: بنية الحبكة، التوجيه، والراوي,https://smarticle.tech/en/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,https://smarticle.tech/ar/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,Novels,Συμπόσιον,https://archive.org/details/uvrescompltes42plat,Συμπόσιον. by Πλάτων. (1559). — Libronauta. ISBN: 1549734385,Συμπόσιον. بقلم Πλάτων. (1559). — Libronauta. ردمك: 1549734385
"Narrative Theory: Plot Structure, Focalization, and the Narrator",نظرية السرد: بنية الحبكة، التوجيه، والراوي,https://smarticle.tech/en/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,https://smarticle.tech/ar/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,Novels,La Divina Commedia,https://archive.org/details/commedi03dant,La Divina Commedia. by Dante Alighieri. (1472). — Libreria dell' universita. ISBN: 9788415014973,La Divina Commedia. بقلم Dante Alighieri. (1472). — Libreria dell' universita. ردمك: 9788415014973
"Narrative Theory: Plot Structure, Focalization, and the Narrator",نظرية السرد: بنية الحبكة، التوجيه، والراوي,https://smarticle.tech/en/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,https://smarticle.tech/ar/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,Novels,πολιτεία,https://archive.org/details/republicofplat00plat,πολιτεία. by Πλάτων. (1554). — Limited Editions Club. ISBN: 9781987539806,πολιτεία. بقلم Πλάτων. (1554). — Limited Editions Club. ردمك: 9781987539806
"Narrative Theory: Plot Structure, Focalization, and the Narrator",نظرية السرد: بنية الحبكة، التوجيه، والراوي,https://smarticle.tech/en/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,https://smarticle.tech/ar/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,Novels,The Canterbury Tales,https://archive.org/details/cu31924030286466,"The Canterbury Tales. by Geoffrey Chaucer, John E. Cunningham, Peter Ackroyd. (1478). — Clar. Press. ISBN: 9781461031840",The Canterbury Tales. بقلم Geoffrey Chaucer، John E. Cunningham، Peter Ackroyd. (1478). — Clar. Press. ردمك: 9781461031840
"Narrative Theory: Plot Structure, Focalization, and the Narrator",نظرية السرد: بنية الحبكة، التوجيه، والراوي,https://smarticle.tech/en/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,https://smarticle.tech/ar/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,Novels,Theorie van vertellen en verhalen,https://archive.org/details/narratologyintro0000balm_z4m0,Theorie van vertellen en verhalen. by Mieke Bal. (1985). — University of Toronto Press. ISBN: 0802065570,Theorie van vertellen en verhalen. بقلم Mieke Bal. (1985). — University of Toronto Press. ردمك: 0802065570
"Narrative Theory: Plot Structure, Focalization, and the Narrator",نظرية السرد: بنية الحبكة، التوجيه، والراوي,https://smarticle.tech/en/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,https://smarticle.tech/ar/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,Novels,Narratology,https://openlibrary.org/works/OL21318820W,"Narratology. by Mieke Bal. (2009). — University of Toronto Press, Scholarly Publishing Division. ISBN: 1442628340","Narratology. بقلم Mieke Bal. (2009). — University of Toronto Press, Scholarly Publishing Division. ردمك: 1442628340"
"Narrative Theory: Plot Structure, Focalization, and the Narrator",نظرية السرد: بنية الحبكة، التوجيه، والراوي,https://smarticle.tech/en/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,https://smarticle.tech/ar/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,Novels,Information Control in Film Narrative －The Focalization and Plot of Christopher Nolan’s Following(1998)－,https://doi.org/10.17947/kfa..58.201312.014,"Chang, Woojin. ""Information Control in Film Narrative －The Focalization and Plot of Christopher Nolan’s Following(1998)－"". crossref, 2013.","تشانغ، وو جين. ""الرقابة على المعلومات في السرد السينمائي －الت concentrazione وال Loveكة في فيلم ""التتبع"" (1998) للكريستوفر نولان－"". كروسريف، 2013."
"Narrative Theory: Plot Structure, Focalization, and the Narrator",نظرية السرد: بنية الحبكة، التوجيه، والراوي,https://smarticle.tech/en/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,https://smarticle.tech/ar/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,Novels,"CHAPTER 4 “Narrator as Focalizer”, and “Dual Focalization”: Phelan’s Theory of Focalization 155",https://doi.org/10.3726/978-3-0351-0330-4/7,"Phelan. ""CHAPTER 4 “Narrator as Focalizer”, and “Dual Focalization”: Phelan’s Theory of Focalization"". crossref, 2013.","فيلان. ""الفصل الرابع: ""السارد بصفته مركز الرؤية""، و""الت concentrazione المزدوجة"": نظرية فيلان في الت concentrazione"". كروسريف، 2013."
"Narrative Theory: Plot Structure, Focalization, and the Narrator",نظرية السرد: بنية الحبكة، التوجيه، والراوي,https://smarticle.tech/en/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,https://smarticle.tech/ar/article/narrative-theory-plot-structure-focalization-and-the-narrator-202605150216,Novels,6 The Visual Narrator and Visual Focalization,https://doi.org/10.3138/9781442665576-009,"Jahn, R. ""The Visual Narrator and Visual Focalization"". *crossref*, 2009.","يان، ر. ""السارد البصري والت concentrazione البصري"". *كروسريف*، 2009."
Character Development in Fiction: Psychological Depth and Archetype,تطوير الشخصية في الأدب: العمق النفسي والنموذج الأصلي.,https://smarticle.tech/en/article/character-development-in-fiction-psychological-depth-and-archetype-202605181149,https://smarticle.tech/ar/article/character-development-in-fiction-psychological-depth-and-archetype-202605181149,Novels,Pride and Prejudice,https://archive.org/details/bwb_KS-179-237,Pride and Prejudice. by Jane Austen. (1813). — Hoffmann und Campe. ISBN: 9798468743546,Pride and Prejudice. بقلم Jane Austen. (1813). — Hoffmann und Campe. ردمك: 9798468743546
Character Development in Fiction: Psychological Depth and Archetype,تطوير الشخصية في الأدب: العمق النفسي والنموذج الأصلي.,https://smarticle.tech/en/article/character-development-in-fiction-psychological-depth-and-archetype-202605181149,https://smarticle.tech/ar/article/character-development-in-fiction-psychological-depth-and-archetype-202605181149,Novels,Metamorphosis,https://archive.org/details/lamtamorphosedes0000fran,Metamorphosis. by Franz Kafka. (1915). — Philipp Reclam jun. Stuttgart. ISBN: 0553210424,Metamorphosis. بقلم Franz Kafka. (1915). — Philipp Reclam jun. Stuttgart. ردمك: 0553210424
Character Development in Fiction: Psychological Depth and Archetype,تطوير الشخصية في الأدب: العمق النفسي والنموذج الأصلي.,https://smarticle.tech/en/article/character-development-in-fiction-psychological-depth-and-archetype-202605181149,https://smarticle.tech/ar/article/character-development-in-fiction-psychological-depth-and-archetype-202605181149,Novels,Wuthering Heights,https://archive.org/details/wutheringheights0000kesh,Wuthering Heights. by Emily Brontë. (1846). — Modern Library / Random House. ISBN: 1973405415,Wuthering Heights. بقلم Emily Brontë. (1846). — Modern Library / Random House. ردمك: 1973405415
Character Development in Fiction: Psychological Depth and Archetype,تطوير الشخصية في الأدب: العمق النفسي والنموذج الأصلي.,https://smarticle.tech/en/article/character-development-in-fiction-psychological-depth-and-archetype-202605181149,https://smarticle.tech/ar/article/character-development-in-fiction-psychological-depth-and-archetype-202605181149,Novels,A Christmas Carol,https://archive.org/details/bwb_P9-DBH-599,A Christmas Carol. by Charles Dickens. (1843). — J. B. Lippincott Company. ISBN: 1701785331,A Christmas Carol. بقلم Charles Dickens. (1843). — J. B. Lippincott Company. ردمك: 1701785331
Character Development in Fiction: Psychological Depth and Archetype,تطوير الشخصية في الأدب: العمق النفسي والنموذج الأصلي.,https://smarticle.tech/en/article/character-development-in-fiction-psychological-depth-and-archetype-202605181149,https://smarticle.tech/ar/article/character-development-in-fiction-psychological-depth-and-archetype-202605181149,Novels,Adventures of Huckleberry Finn,https://archive.org/details/adventuresofhuck0000mark_x8i9,Adventures of Huckleberry Finn. by Mark Twain. (1876). — Scholastic Book Services. ISBN: 9783791535654,Adventures of Huckleberry Finn. بقلم Mark Twain. (1876). — Scholastic Book Services. ردمك: 9783791535654
